title,description,url,date,domain,text
"Finally, an American Girl Doll For Me","Since its founding in 1986, American Girl has focused its energies on “fueling connection among girls and helping them to unleash their full potential.” But of the over 29 million American Girl dolls that have been sold in the past 31 years, I’ve personally identified with exactly zero. I felt left out and woefully unimportant. Until now.",http://jezebel.com/finally-an-american-girl-doll-for-me-1792355317?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-02-14 16:30:00,jezebel.com,"Finally, an American Girl Doll For Me Since its founding in 1986, American Girl has focused its energies on “fueling connection among girls and helping them to unleash their full potential.” But of the over 29 million American Girl dolls that have been sold in the past 31 years, I’ve personally identified with exactly zero. I felt left out and woefully unimportant. Until now."
Pope Tells Bishops It's Time to Really Enforce that Zero Tolerance to Sex Abuse Policy,"Pope Francis was criticized this summer for waffling on plans to put child abusers on trial within the Catholic Church, as well as those who facilitated abuse with cover ups. Instead, he strengthened the rules agains sexually abusing children that already existed, which he reminded bishops about one more time for the new year.",http://jezebel.com/pope-tells-bishops-its-time-to-really-enforce-that-zero-1790691121?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-01-02 14:31:21,jezebel.com,"Pope Tells Bishops It's Time to Really Enforce that Zero Tolerance to Sex Abuse Policy Pope Francis was criticized this summer for waffling on plans to put child abusers on trial within the Catholic Church, as well as those who facilitated abuse with cover ups. Instead, he strengthened the rules agains sexually abusing children that already existed, which he reminded bishops about one more time for the new year."
Coachella-Goers Can Be Part of A Star Is Born With Lady Gaga,Lady Gaga will make the best use of her time at Coachella by shooting scenes there this week for the remake of A Star Is Born with Bradley Cooper.,http://jezebel.com/coachella-goers-can-be-part-of-a-star-is-born-with-lady-1794381656?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-04-17 10:55:00,jezebel.com,Coachella-Goers Can Be Part of A Star Is Born With Lady Gaga Lady Gaga will make the best use of her time at Coachella by shooting scenes there this week for the remake of A Star Is Born with Bradley Cooper.
The Real Harry Potter Was Busted for Dealing Marijuana,"Yes, you read that correctly. Harry Potter! Arrested! Weed!",http://jezebel.com/the-real-harry-potter-was-busted-for-dealing-marijuana-1794401793?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-04-17 21:00:00,jezebel.com,"The Real Harry Potter Was Busted for Dealing Marijuana Yes, you read that correctly. Harry Potter! Arrested! Weed!"
Octavia Spencer on Diversity in Oscar Nominees: It's 'Not a Reaction to #OscarsSoWhite',"In a candid interview, best supporting actress nominee Octavia Spencer gently corrects the notion that this year’s Oscar nominees are not a direct reaction to last year’s #OscarsSoWhite brouhaha because that’s not how movies work.",http://jezebel.com/octavia-spencer-on-diversity-in-oscar-nominees-its-not-1792371859?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-02-14 22:10:00,jezebel.com,"Octavia Spencer on Diversity in Oscar Nominees: It's 'Not a Reaction to #OscarsSoWhite' In a candid interview, best supporting actress nominee Octavia Spencer gently corrects the notion that this year’s Oscar nominees are not a direct reaction to last year’s #OscarsSoWhite brouhaha because that’s not how movies work."
Would You Immortalize Marilyn Manson Via Chain?,"Perhaps you remember Paper Mag’s March 2015 cover, in which the publication followed up its Kim Kardashian Event with a photograph of Marilyn Manson looking terrifyingly like the Babadook. It was iconic and it haunted your nightmares... or, if you are the rapper Lil Uzi Vert, fulfilled all your dreams.",http://jezebel.com/would-you-immortalize-marilyn-manson-via-chain-1794395488?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-04-17 17:05:00,jezebel.com,"Would You Immortalize Marilyn Manson Via Chain? Perhaps you remember Paper Mag’s March 2015 cover, in which the publication followed up its Kim Kardashian Event with a photograph of Marilyn Manson looking terrifyingly like the Babadook. It was iconic and it haunted your nightmares... or, if you are the rapper Lil Uzi Vert, fulfilled all your dreams."
"Woman Attacked for Running the Boston Marathon in 1967 Is Running It Again, 50 Years Later","In 1967, 20-year-old Syracuse University student Kathrine Switzer became the first woman to officially run the Boston Marathon. In 2017, 50 years later, she is running the storied marathon again, with the same bib number—261.",http://jezebel.com/woman-attacked-for-running-the-boston-marathon-in-1967-1794382854?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+jezebel%2Ffull+%28Jezebel%29,2017-04-17 11:50:00,jezebel.com,"Woman Attacked for Running the Boston Marathon in 1967 Is Running It Again, 50 Years Later In 1967, 20-year-old Syracuse University student Kathrine Switzer became the first woman to officially run the Boston Marathon. In 2017, 50 years later, she is running the storied marathon again, with the same bib number—261."
Some of the deadliest mass shootings in modern US history,Some of the deadliest mass shootings in modern US history,https://www.taiwannews.com.tw/en/news/3318188,2017-12-12 03:22:00,www.taiwannews.com.tw,Some of the deadliest mass shootings in modern US history Some of the deadliest mass shootings in modern US history
Thumbtack Releases New Research on Millennial Entrepreneurship,Thumbtack Releases New Research on Millennial Entrepreneurship,https://www.taiwannews.com.tw/en/news/3444427,2018-05-31 00:01:00,www.taiwannews.com.tw,Thumbtack Releases New Research on Millennial Entrepreneurship Thumbtack Releases New Research on Millennial Entrepreneurship
"Michigan AG seeks university emails, texts in Nassar review","Michigan AG seeks university emails, texts in Nassar review",https://www.taiwannews.com.tw/en/news/3353986,2018-01-30 08:05:00,www.taiwannews.com.tw,"Michigan AG seeks university emails, texts in Nassar review Michigan AG seeks university emails, texts in Nassar review"
Celeb birthdays for the week of Dec. 17-23,Celeb birthdays for the week of Dec. 17-23,https://www.taiwannews.com.tw/en/news/3318533,2017-12-12 14:05:00,www.taiwannews.com.tw,Celeb birthdays for the week of Dec. 17-23 Celeb birthdays for the week of Dec. 17-23
"Athletic acts quickly, signs Martinez to replace Laporte","Athletic acts quickly, signs Martinez to replace Laporte",https://www.taiwannews.com.tw/en/news/3354423,2018-02-03 00:00:00,www.taiwannews.com.tw,"Athletic acts quickly, signs Martinez to replace Laporte Athletic acts quickly, signs Martinez to replace Laporte"
USA Hockey won't name replacement for late GM Jim Johannson,USA Hockey won't name replacement for late GM Jim Johannson,https://www.taiwannews.com.tw/en/news/3354931,2018-02-01 04:04:00,www.taiwannews.com.tw,USA Hockey won't name replacement for late GM Jim Johannson USA Hockey won't name replacement for late GM Jim Johannson
"Keio Plaza Hotel Tokyo Hosts ""The 38th Arita and Imari Porcelain Exhibition""","Keio Plaza Hotel Tokyo Hosts ""The 38th Arita and Imari Porcelain Exhibition""",https://www.taiwannews.com.tw/en/news/3444353,2018-05-30 22:05:00,www.taiwannews.com.tw,"Keio Plaza Hotel Tokyo Hosts ""The 38th Arita and Imari Porcelain Exhibition"" Keio Plaza Hotel Tokyo Hosts ""The 38th Arita and Imari Porcelain Exhibition"""
Colombia suspends peace talks with ELN rebels over bombings,Colombia suspends peace talks with ELN rebels over bombings,https://www.taiwannews.com.tw/en/news/3354004,2018-01-30 07:25:00,www.taiwannews.com.tw,Colombia suspends peace talks with ELN rebels over bombings Colombia suspends peace talks with ELN rebels over bombings
"Roku Adds Live and Linear News from ABC News, Cheddar, People TV and More to Growing Collection of Free Streaming Entertainment in The Roku Channel","Roku Adds Live and Linear News from ABC News, Cheddar, People TV and More to Growing Collection of Free Streaming Entertainment in The Roku Channel",https://www.taiwannews.com.tw/en/news/3413657,2018-04-24 21:01:00,www.taiwannews.com.tw,"Roku Adds Live and Linear News from ABC News, Cheddar, People TV and More to Growing Collection of Free Streaming Entertainment in The Roku Channel Roku Adds Live and Linear News from ABC News, Cheddar, People TV and More to Growing Collection of Free Streaming Entertainment in The Roku Channel"
Spain's economy slows down slightly to 3.1 percent in 2017,Spain's economy slows down slightly to 3.1 percent in 2017,https://www.taiwannews.com.tw/en/news/3354127,2018-01-30 17:42:00,www.taiwannews.com.tw,Spain's economy slows down slightly to 3.1 percent in 2017 Spain's economy slows down slightly to 3.1 percent in 2017
Japan approves contentious bill against planning crimes,Japan approves contentious bill against planning crimes,http://www.taiwannews.com.tw/en/news/3188406,2017-06-15 12:45:00,www.taiwannews.com.tw,Japan approves contentious bill against planning crimes Japan approves contentious bill against planning crimes
Tunisia: Officials say man blew himself up after standoff,Tunisia: Officials say man blew himself up after standoff,https://www.taiwannews.com.tw/en/news/3385816,2018-03-20 05:09:00,www.taiwannews.com.tw,Tunisia: Officials say man blew himself up after standoff Tunisia: Officials say man blew himself up after standoff
Exclusive Group ‘Goes it alone’ to Build Global $10 billion Cyber-Sec & Cloud Specialist,Exclusive Group ‘Goes it alone’ to Build Global $10 billion Cyber-Sec & Cloud Specialist,https://www.taiwannews.com.tw/en/news/3473981,2018-07-04 16:01:00,www.taiwannews.com.tw,Exclusive Group ‘Goes it alone’ to Build Global $10 billion Cyber-Sec & Cloud Specialist Exclusive Group ‘Goes it alone’ to Build Global $10 billion Cyber-Sec & Cloud Specialist
"3 dead, 2 injured as helicopter crashes into California home","3 dead, 2 injured as helicopter crashes into California home",https://www.taiwannews.com.tw/en/news/3354696,2018-01-31 15:10:00,www.taiwannews.com.tw,"3 dead, 2 injured as helicopter crashes into California home 3 dead, 2 injured as helicopter crashes into California home"
"France launches lottery to help restore chateaux, monuments","France launches lottery to help restore chateaux, monuments",https://www.taiwannews.com.tw/en/news/3445012,2018-05-31 16:35:00,www.taiwannews.com.tw,"France launches lottery to help restore chateaux, monuments France launches lottery to help restore chateaux, monuments"
"No, that wasn't drool on his lips, Rep. Joe Kennedy says","No, that wasn't drool on his lips, Rep. Joe Kennedy says",https://www.taiwannews.com.tw/en/news/3354803,2018-01-31 21:51:00,www.taiwannews.com.tw,"No, that wasn't drool on his lips, Rep. Joe Kennedy says No, that wasn't drool on his lips, Rep. Joe Kennedy says"
Things to know about mass shootings,Things to know about mass shootings,https://www.taiwannews.com.tw/en/news/3318152,2017-12-12 01:17:00,www.taiwannews.com.tw,Things to know about mass shootings Things to know about mass shootings
"Kochs warm to Trump policies, not behavior","Kochs warm to Trump policies, not behavior",https://www.taiwannews.com.tw/en/news/3353950,2018-01-30 03:44:00,www.taiwannews.com.tw,"Kochs warm to Trump policies, not behavior Kochs warm to Trump policies, not behavior"
Drivers take cover in Rio amid shootout on major road,Drivers take cover in Rio amid shootout on major road,https://www.taiwannews.com.tw/en/news/3354863,2018-02-01 01:16:00,www.taiwannews.com.tw,Drivers take cover in Rio amid shootout on major road Drivers take cover in Rio amid shootout on major road
Somali extremists in bloody restaurant siege through night,Somali extremists in bloody restaurant siege through night,http://www.taiwannews.com.tw/en/news/3188405,2017-06-15 12:53:00,www.taiwannews.com.tw,Somali extremists in bloody restaurant siege through night Somali extremists in bloody restaurant siege through night
RNC chair says she'll return Wynn money if he's found guilty,RNC chair says she'll return Wynn money if he's found guilty,https://www.taiwannews.com.tw/en/news/3354366,2018-01-31 01:38:00,www.taiwannews.com.tw,RNC chair says she'll return Wynn money if he's found guilty RNC chair says she'll return Wynn money if he's found guilty
Dutch health care giant Philips announces net profit rise,Dutch health care giant Philips announces net profit rise,https://www.taiwannews.com.tw/en/news/3354122,2018-01-30 15:51:00,www.taiwannews.com.tw,Dutch health care giant Philips announces net profit rise Dutch health care giant Philips announces net profit rise
American twins will have some sisterly company at Olympics,American twins will have some sisterly company at Olympics,https://www.taiwannews.com.tw/en/news/3354121,2018-01-30 16:07:00,www.taiwannews.com.tw,American twins will have some sisterly company at Olympics American twins will have some sisterly company at Olympics
Egypt opens Eni gas field 2 years after Italian's killing,Egypt opens Eni gas field 2 years after Italian's killing,https://www.taiwannews.com.tw/en/news/3354773,2018-01-31 20:35:00,www.taiwannews.com.tw,Egypt opens Eni gas field 2 years after Italian's killing Egypt opens Eni gas field 2 years after Italian's killing
Feds seek 35 years for pharmacist in meningitis outbreak,Feds seek 35 years for pharmacist in meningitis outbreak,https://www.taiwannews.com.tw/en/news/3354669,2018-01-31 13:04:00,www.taiwannews.com.tw,Feds seek 35 years for pharmacist in meningitis outbreak Feds seek 35 years for pharmacist in meningitis outbreak
US says NAFTA talks are progressing very slowly,US says NAFTA talks are progressing very slowly,https://www.taiwannews.com.tw/en/news/3353935,2018-01-30 03:23:00,www.taiwannews.com.tw,US says NAFTA talks are progressing very slowly US says NAFTA talks are progressing very slowly
West Ham defender gets 6-game ban for spitting,West Ham defender gets 6-game ban for spitting,https://www.taiwannews.com.tw/en/news/3353843,2018-01-29 21:06:00,www.taiwannews.com.tw,West Ham defender gets 6-game ban for spitting West Ham defender gets 6-game ban for spitting
French authorities call for calm after clashes in Nantes,French authorities call for calm after clashes in Nantes,https://www.taiwannews.com.tw/en/news/3474196,2018-07-04 19:36:00,www.taiwannews.com.tw,French authorities call for calm after clashes in Nantes French authorities call for calm after clashes in Nantes
Archeologists open burial chambers in Sudanese pyramid,Archeologists open burial chambers in Sudanese pyramid,https://www.taiwannews.com.tw/en/news/3413306,2018-04-24 22:33:00,www.taiwannews.com.tw,Archeologists open burial chambers in Sudanese pyramid Archeologists open burial chambers in Sudanese pyramid
eBay and PayPal Finalize New Payments Agreement,eBay and PayPal Finalize New Payments Agreement,https://www.taiwannews.com.tw/en/news/3413643,2018-04-24 04:30:00,www.taiwannews.com.tw,eBay and PayPal Finalize New Payments Agreement eBay and PayPal Finalize New Payments Agreement
Taipei mayor pledges to minimize cash transactions at city markets,Taipei Mayor Ko Wen-je reaffirmed his commitment to “make cash and coin disappear” from business transactions in Taipei City during the inauguration ceremony for smart payment services at the Taipei Fish Market,https://www.taiwannews.com.tw/en/news/3318044,2017-12-11 21:58:00,www.taiwannews.com.tw,Taipei mayor pledges to minimize cash transactions at city markets Taipei Mayor Ko Wen-je reaffirmed his commitment to “make cash and coin disappear” from business transactions in Taipei City during the inauguration ceremony for smart payment services at the Taipei Fish Market
Houston 18-year-old arrested on charges of trying to aid IS,Houston 18-year-old arrested on charges of trying to aid IS,https://www.taiwannews.com.tw/en/news/3318580,2017-12-12 15:28:00,www.taiwannews.com.tw,Houston 18-year-old arrested on charges of trying to aid IS Houston 18-year-old arrested on charges of trying to aid IS
Robots could descend into old mines to prevent toxic spills,Robots could descend into old mines to prevent toxic spills,https://www.taiwannews.com.tw/en/news/3354702,2018-01-31 15:37:00,www.taiwannews.com.tw,Robots could descend into old mines to prevent toxic spills Robots could descend into old mines to prevent toxic spills
Correction: Deadly Car Wash Shooting-The Latest story,Correction: Deadly Car Wash Shooting-The Latest story,https://www.taiwannews.com.tw/en/news/3355055,2018-02-01 07:38:00,www.taiwannews.com.tw,Correction: Deadly Car Wash Shooting-The Latest story Correction: Deadly Car Wash Shooting-The Latest story
Sears lays off 220 workers at headquarters,Sears lays off 220 workers at headquarters,https://www.taiwannews.com.tw/en/news/3354969,2018-02-01 05:14:00,www.taiwannews.com.tw,Sears lays off 220 workers at headquarters Sears lays off 220 workers at headquarters
Peru party loyal to Fujimori expels ex-strongman's son,Peru party loyal to Fujimori expels ex-strongman's son,https://www.taiwannews.com.tw/en/news/3354545,2018-01-31 08:36:00,www.taiwannews.com.tw,Peru party loyal to Fujimori expels ex-strongman's son Peru party loyal to Fujimori expels ex-strongman's son
California gauges snowpack amid dry winter,California gauges snowpack amid dry winter,https://www.taiwannews.com.tw/en/news/3355205,2018-02-01 15:17:00,www.taiwannews.com.tw,California gauges snowpack amid dry winter California gauges snowpack amid dry winter
US diplomat in Nigeria says country is ripe for investors,US diplomat in Nigeria says country is ripe for investors,https://www.taiwannews.com.tw/en/news/3353932,2018-01-30 04:38:00,www.taiwannews.com.tw,US diplomat in Nigeria says country is ripe for investors US diplomat in Nigeria says country is ripe for investors
Health care companies lead US stocks lower in early trading,Health care companies lead US stocks lower in early trading,https://www.taiwannews.com.tw/en/news/3354297,2018-01-30 23:20:00,www.taiwannews.com.tw,Health care companies lead US stocks lower in early trading Health care companies lead US stocks lower in early trading
How Fed hike will affect US consumers and overseas economies,How Fed hike will affect US consumers and overseas economies,http://www.taiwannews.com.tw/en/news/3188359,2017-05-05 00:00:00,www.taiwannews.com.tw,How Fed hike will affect US consumers and overseas economies How Fed hike will affect US consumers and overseas economies
Depleted West Ham holds Crystal Palace to 1-1 draw,Depleted West Ham holds Crystal Palace to 1-1 draw,https://www.taiwannews.com.tw/en/news/3354510,2018-01-31 07:08:00,www.taiwannews.com.tw,Depleted West Ham holds Crystal Palace to 1-1 draw Depleted West Ham holds Crystal Palace to 1-1 draw
Rockwell Automation Simplifies Analytics for Industrial Productivity,Rockwell Automation Simplifies Analytics for Industrial Productivity,https://www.taiwannews.com.tw/en/news/3413488,2018-04-23 20:01:00,www.taiwannews.com.tw,Rockwell Automation Simplifies Analytics for Industrial Productivity Rockwell Automation Simplifies Analytics for Industrial Productivity
"18-year-old gets plea deal in 2015 rape, killing of girl","18-year-old gets plea deal in 2015 rape, killing of girl",https://www.taiwannews.com.tw/en/news/3318260,2017-12-12 08:18:00,www.taiwannews.com.tw,"18-year-old gets plea deal in 2015 rape, killing of girl 18-year-old gets plea deal in 2015 rape, killing of girl"
Auditor's handling of whistleblower's claims is criticized,Auditor's handling of whistleblower's claims is criticized,https://www.taiwannews.com.tw/en/news/3413366,2018-04-25 00:10:00,www.taiwannews.com.tw,Auditor's handling of whistleblower's claims is criticized Auditor's handling of whistleblower's claims is criticized
Costa Rica says coach out after disappointing World Cup,Costa Rica says coach out after disappointing World Cup,https://www.taiwannews.com.tw/en/news/3474417,2018-07-05 04:36:00,www.taiwannews.com.tw,Costa Rica says coach out after disappointing World Cup Costa Rica says coach out after disappointing World Cup
Lorde scribbled thanks to fans for embracing nominated album,Lorde scribbled thanks to fans for embracing nominated album,https://www.taiwannews.com.tw/en/news/3354723,2018-01-31 16:27:00,www.taiwannews.com.tw,Lorde scribbled thanks to fans for embracing nominated album Lorde scribbled thanks to fans for embracing nominated album
Judge tosses lawsuit by Utah imam involving no-fly listing,Judge tosses lawsuit by Utah imam involving no-fly listing,https://www.taiwannews.com.tw/en/news/3413411,2018-04-25 09:00:00,www.taiwannews.com.tw,Judge tosses lawsuit by Utah imam involving no-fly listing Judge tosses lawsuit by Utah imam involving no-fly listing
Joel Johnson selected to coach US women's under-18 team,Joel Johnson selected to coach US women's under-18 team,http://www.taiwannews.com.tw/en/news/3188139,2017-06-15 05:12:00,www.taiwannews.com.tw,Joel Johnson selected to coach US women's under-18 team Joel Johnson selected to coach US women's under-18 team
High hopes as always in first spring training workouts,High hopes as always in first spring training workouts,http://www.taiwannews.com.tw/en/news/3095319,2017-02-15 11:41:00,www.taiwannews.com.tw,High hopes as always in first spring training workouts High hopes as always in first spring training workouts
Trial starts for teen police say took selfie with corpse,Trial starts for teen police say took selfie with corpse,http://www.taiwannews.com.tw/en/news/3095759,2017-02-15 21:02:00,www.taiwannews.com.tw,Trial starts for teen police say took selfie with corpse Trial starts for teen police say took selfie with corpse
Global GIS Market in Telecom Sector - Use of GIS and Big Data is an Emerging Trend in the Market,Global GIS Market in Telecom Sector - Use of GIS and Big Data is an Emerging Trend in the Market | Technavio,https://www.taiwannews.com.tw/en/news/3413697,2018-04-25 02:33:00,www.taiwannews.com.tw,Global GIS Market in Telecom Sector - Use of GIS and Big Data is an Emerging Trend in the Market Global GIS Market in Telecom Sector - Use of GIS and Big Data is an Emerging Trend in the Market | Technavio
Trial starts for woman charged with killing her twin,Trial starts for woman charged with killing her twin,https://www.taiwannews.com.tw/en/news/3354051,2018-01-30 11:01:00,www.taiwannews.com.tw,Trial starts for woman charged with killing her twin Trial starts for woman charged with killing her twin
Chang Redux: US man employs underhand serves at French Open,Chang Redux: US man employs underhand serves at French Open,https://www.taiwannews.com.tw/en/news/3444560,2018-05-31 05:11:00,www.taiwannews.com.tw,Chang Redux: US man employs underhand serves at French Open Chang Redux: US man employs underhand serves at French Open
Treasury boosts size of securities offerings,Treasury boosts size of securities offerings,https://www.taiwannews.com.tw/en/news/3354855,2018-02-01 00:20:00,www.taiwannews.com.tw,Treasury boosts size of securities offerings Treasury boosts size of securities offerings
Afghan troops free prisoners held by Taliban; bomb wounds 6,Afghan troops free prisoners held by Taliban; bomb wounds 6,https://www.taiwannews.com.tw/en/news/3444966,2018-05-31 15:43:00,www.taiwannews.com.tw,Afghan troops free prisoners held by Taliban; bomb wounds 6 Afghan troops free prisoners held by Taliban; bomb wounds 6
"Daimler reports record profit for 2017 on SUV, E-Class sales","Daimler reports record profit for 2017 on SUV, E-Class sales",https://www.taiwannews.com.tw/en/news/3355224,2018-02-01 15:30:00,www.taiwannews.com.tw,"Daimler reports record profit for 2017 on SUV, E-Class sales Daimler reports record profit for 2017 on SUV, E-Class sales"
'Remember Me' songwriters on bittersweet Globes morning,'Remember Me' songwriters on bittersweet Globes morning,https://www.taiwannews.com.tw/en/news/3318168,2017-12-12 02:12:00,www.taiwannews.com.tw,'Remember Me' songwriters on bittersweet Globes morning 'Remember Me' songwriters on bittersweet Globes morning
'Sex in the City' star Cynthia Nixon running for governor,'Sex in the City' star Cynthia Nixon running for governor,https://www.taiwannews.com.tw/en/news/3385742,2018-03-20 02:22:00,www.taiwannews.com.tw,'Sex in the City' star Cynthia Nixon running for governor 'Sex in the City' star Cynthia Nixon running for governor
Pakistan eliminates Zimbabwe from tri-series tournament,Pakistan eliminates Zimbabwe from tri-series tournament,https://www.taiwannews.com.tw/en/news/3474236,2018-07-04 20:44:00,www.taiwannews.com.tw,Pakistan eliminates Zimbabwe from tri-series tournament Pakistan eliminates Zimbabwe from tri-series tournament
Text of President Donald Trump's State of the Union address,Text of President Donald Trump's State of the Union address,https://www.taiwannews.com.tw/en/news/3354631,2018-01-31 11:47:00,www.taiwannews.com.tw,Text of President Donald Trump's State of the Union address Text of President Donald Trump's State of the Union address
Can the average Taiwanese person in Taipei speak English?,Vlogger Iris Virus did a social experiment on how well Taiwanese can speak English in Taipei.Iris Virus tests the English speaking abilities of Taiwanese people in Taipei.,http://www.taiwannews.com.tw/en/news/3187784,2017-06-15 10:18:00,www.taiwannews.com.tw,Can the average Taiwanese person in Taipei speak English? Vlogger Iris Virus did a social experiment on how well Taiwanese can speak English in Taipei.Iris Virus tests the English speaking abilities of Taiwanese people in Taipei.
Hearing set in case of Minnesota officer who shot Castile,Hearing set in case of Minnesota officer who shot Castile,http://www.taiwannews.com.tw/en/news/3095404,2017-02-15 14:05:00,www.taiwannews.com.tw,Hearing set in case of Minnesota officer who shot Castile Hearing set in case of Minnesota officer who shot Castile
Michigan police department to apologize regarding Nassar,Michigan police department to apologize regarding Nassar,https://www.taiwannews.com.tw/en/news/3355183,2018-02-01 13:36:00,www.taiwannews.com.tw,Michigan police department to apologize regarding Nassar Michigan police department to apologize regarding Nassar
Pentagon salutes US-India ties with command name change,Pentagon salutes US-India ties with command name change,https://www.taiwannews.com.tw/en/news/3444508,2018-05-31 03:36:00,www.taiwannews.com.tw,Pentagon salutes US-India ties with command name change Pentagon salutes US-India ties with command name change
Islamic State group claims the man who killed 4 people in the Belgian city of Liege was a 'soldier of the caliphate',Islamic State group claims the man who killed 4 people in the Belgian city of Liege was a 'soldier of the caliphate',https://www.taiwannews.com.tw/en/news/3444478,2018-05-31 02:42:00,www.taiwannews.com.tw,Islamic State group claims the man who killed 4 people in the Belgian city of Liege was a 'soldier of the caliphate' Islamic State group claims the man who killed 4 people in the Belgian city of Liege was a 'soldier of the caliphate'
German state orders crosses mounted at government buildings,German state orders crosses mounted at government buildings,https://www.taiwannews.com.tw/en/news/3413341,2018-04-24 23:12:00,www.taiwannews.com.tw,German state orders crosses mounted at government buildings German state orders crosses mounted at government buildings
Image of Asia: Preparing a sail for yacht race,Image of Asia: Preparing a sail for yacht race,https://www.taiwannews.com.tw/en/news/3318581,2017-12-12 00:00:00,www.taiwannews.com.tw,Image of Asia: Preparing a sail for yacht race Image of Asia: Preparing a sail for yacht race
"Jordan Peele talks Oscars, 'Get Out' and Whoopi Goldberg","Jordan Peele talks Oscars, 'Get Out' and Whoopi Goldberg",https://www.taiwannews.com.tw/en/news/3354340,2018-02-03 00:00:00,www.taiwannews.com.tw,"Jordan Peele talks Oscars, 'Get Out' and Whoopi Goldberg Jordan Peele talks Oscars, 'Get Out' and Whoopi Goldberg"
Dutch safety watchdog urges improved nuclear cooperation,Dutch safety watchdog urges improved nuclear cooperation,https://www.taiwannews.com.tw/en/news/3354763,2018-01-31 19:13:00,www.taiwannews.com.tw,Dutch safety watchdog urges improved nuclear cooperation Dutch safety watchdog urges improved nuclear cooperation
Pentagon to allow transgender people to enlist in military,Pentagon to allow transgender people to enlist in military,https://www.taiwannews.com.tw/en/news/3318640,2017-12-12 16:40:00,www.taiwannews.com.tw,Pentagon to allow transgender people to enlist in military Pentagon to allow transgender people to enlist in military
"Alpine ski techs are out of sight, and key to Olympic glory","Alpine ski techs are out of sight, and key to Olympic glory",https://www.taiwannews.com.tw/en/news/3354392,2018-01-31 02:21:00,www.taiwannews.com.tw,"Alpine ski techs are out of sight, and key to Olympic glory Alpine ski techs are out of sight, and key to Olympic glory"
"Olympic downhill designer says tough, faster course awaits","Olympic downhill designer says tough, faster course awaits",http://www.taiwannews.com.tw/en/news/3095382,2017-02-15 13:31:00,www.taiwannews.com.tw,"Olympic downhill designer says tough, faster course awaits Olympic downhill designer says tough, faster course awaits"
DC statehood supporters to lobby Congress on local autonomy,DC statehood supporters to lobby Congress on local autonomy,http://www.taiwannews.com.tw/en/news/3095705,2017-02-15 19:34:00,www.taiwannews.com.tw,DC statehood supporters to lobby Congress on local autonomy DC statehood supporters to lobby Congress on local autonomy
The Latest: Pacific admiral considered for South Korea post,The Latest: Pacific admiral considered for South Korea post,https://www.taiwannews.com.tw/en/news/3413733,2018-04-25 00:00:00,www.taiwannews.com.tw,The Latest: Pacific admiral considered for South Korea post The Latest: Pacific admiral considered for South Korea post
Amazing Lash Studio Success Attracts Seasoned Regional Developers,Amazing Lash Studio Success Attracts Seasoned Regional Developers,https://www.taiwannews.com.tw/en/news/3413663,2018-04-24 21:01:00,www.taiwannews.com.tw,Amazing Lash Studio Success Attracts Seasoned Regional Developers Amazing Lash Studio Success Attracts Seasoned Regional Developers
Eriksen scores after 11 seconds for 2nd fastest EPL goal,Eriksen scores after 11 seconds for 2nd fastest EPL goal,https://www.taiwannews.com.tw/en/news/3354946,2018-02-01 04:31:00,www.taiwannews.com.tw,Eriksen scores after 11 seconds for 2nd fastest EPL goal Eriksen scores after 11 seconds for 2nd fastest EPL goal
Fruits and Vegetable Processing Equipment Procurement Research - Market Trends and Spend Analysis by SpendEdge,Fruits and Vegetable Processing Equipment Procurement Research – Market Trends and Spend Analysis by SpendEdge,https://www.taiwannews.com.tw/en/news/3413739,2018-04-25 05:15:00,www.taiwannews.com.tw,Fruits and Vegetable Processing Equipment Procurement Research - Market Trends and Spend Analysis by SpendEdge Fruits and Vegetable Processing Equipment Procurement Research – Market Trends and Spend Analysis by SpendEdge
Man accused in terror plot asked for deportation over prison,Man accused in terror plot asked for deportation over prison,https://www.taiwannews.com.tw/en/news/3353825,2018-01-29 11:30:00,www.taiwannews.com.tw,Man accused in terror plot asked for deportation over prison Man accused in terror plot asked for deportation over prison
"ICYMI in NFL Week 14: Savage hit, win-lose for Philly","ICYMI in NFL Week 14: Savage hit, win-lose for Philly",https://www.taiwannews.com.tw/en/news/3317785,2017-12-11 00:00:00,www.taiwannews.com.tw,"ICYMI in NFL Week 14: Savage hit, win-lose for Philly ICYMI in NFL Week 14: Savage hit, win-lose for Philly"
Activists use spectacle of Super Bowl to call for change,Activists use spectacle of Super Bowl to call for change,https://www.taiwannews.com.tw/en/news/3354468,2018-01-31 05:39:00,www.taiwannews.com.tw,Activists use spectacle of Super Bowl to call for change Activists use spectacle of Super Bowl to call for change
